Iteration,CurrentMin,CurrentMax,HistoricalMin,HistoricalMax,MeanFitness,StandardDevFitness,P0   ,P25  ,P50  ,P75  ,P100 ,MeanPheromone,StandardDevPheromone,P0   ,P25  ,P50  ,P75  ,P100 ,StepGradient(u/iter),TimeGradient(u/s),ElapsedTime(s),PheromoneImageSaved
448,2320.0000,4260.0000,2320.0000,4836.0000,2902.2200,483.8167,2320.0000,2320.0000,2964.0000,3288.0000,4260.0000,0.1386,0.3067,0.0111,0.0111,0.0119,0.1001,1.0000,75.9200,134763.0907,0.0563,true
449,2320.0000,4196.0000,2320.0000,4836.0000,2977.5600,467.7849,2320.0000,2619.5000,3019.0000,3374.5000,4196.0000,0.1383,0.3067,0.0110,0.0110,0.0118,0.0991,1.0000,-75.3400,-133257.3951,0.0565,true
450,2320.0000,4066.0000,2320.0000,4836.0000,2856.4600,507.0885,2320.0000,2320.0000,2686.0000,3277.5000,4066.0000,0.1380,0.3068,0.0109,0.0109,0.0117,0.0981,1.0000,121.1000,215455.1245,0.0562,true
451,2320.0000,4250.0000,2320.0000,4836.0000,2900.5400,507.4694,2320.0000,2353.0000,2779.0000,3262.0000,4250.0000,0.1378,0.3069,0.0108,0.0108,0.0115,0.0971,1.0000,-44.0800,-75590.3783,0.0583,true
452,2320.0000,4278.0000,2320.0000,4836.0000,2947.7800,517.1190,2320.0000,2364.0000,2975.0000,3363.5000,4278.0000,0.1375,0.3069,0.0106,0.0106,0.0114,0.0962,1.0000,-47.2400,-81044.5900,0.0583,true
453,2320.0000,4300.0000,2320.0000,4836.0000,2898.4600,536.8525,2320.0000,2320.0000,2807.0000,3364.0000,4300.0000,0.1372,0.3070,0.0105,0.0105,0.0113,0.0952,1.0000,49.3200,86240.5117,0.0572,true
454,2320.0000,4378.0000,2320.0000,4836.0000,2902.5200,473.7710,2320.0000,2495.0000,2919.0000,3176.0000,4378.0000,0.1370,0.3070,0.0104,0.0104,0.0112,0.0942,1.0000,-4.0600,-7106.9722,0.0571,true
455,2320.0000,4020.0000,2320.0000,4836.0000,2875.0000,482.7031,2320.0000,2320.0000,2881.0000,3250.0000,4020.0000,0.1367,0.3071,0.0103,0.0103,0.0111,0.0933,1.0000,27.5200,49300.0009,0.0558,true
456,2320.0000,4022.0000,2320.0000,4836.0000,2916.6000,489.1148,2320.0000,2353.0000,2965.0000,3359.5000,4022.0000,0.1365,0.3071,0.0102,0.0102,0.0110,0.0924,1.0000,-41.6000,-74771.5961,0.0556,true
457,2320.0000,4116.0000,2320.0000,4836.0000,2837.4200,501.0706,2320.0000,2320.0000,2686.0000,3192.5000,4116.0000,0.1362,0.3072,0.0101,0.0101,0.0109,0.0914,1.0000,79.1800,143917.3212,0.0550,true
458,2320.0000,4040.0000,2320.0000,4836.0000,2929.6200,461.5210,2320.0000,2516.5000,2965.0000,3274.0000,4040.0000,0.1359,0.3072,0.0100,0.0100,0.0108,0.0905,1.0000,-92.2000,-161529.0954,0.0571,true
459,2320.0000,4100.0000,2320.0000,4836.0000,2848.5600,483.2396,2320.0000,2320.0000,2753.0000,3213.5000,4100.0000,0.1357,0.3073,0.0100,0.0100,0.0106,0.0896,1.0000,81.0600,140719.3945,0.0576,true
460,2320.0000,4278.0000,2320.0000,4836.0000,2846.3600,499.9956,2320.0000,2320.0000,2850.0000,3247.0000,4278.0000,0.1355,0.3073,0.0100,0.0100,0.0105,0.0887,1.0000,2.2000,3741.7066,0.0588,true
461,2320.0000,4410.0000,2320.0000,4836.0000,2933.6400,550.7638,2320.0000,2320.0000,2919.0000,3271.5000,4410.0000,0.1353,0.3073,0.0100,0.0100,0.0104,0.0878,1.0000,-87.2800,-151834.0820,0.0575,true
462,2320.0000,4008.0000,2320.0000,4836.0000,2892.8200,486.7283,2320.0000,2320.0000,2854.0000,3268.0000,4008.0000,0.1351,0.3074,0.0100,0.0100,0.0103,0.0870,1.0000,40.8200,72148.1848,0.0566,true
463,2320.0000,4188.0000,2320.0000,4836.0000,2823.4600,484.1274,2320.0000,2320.0000,2686.0000,3119.0000,4188.0000,0.1349,0.3074,0.0100,0.0100,0.0102,0.0861,1.0000,69.3600,123634.3802,0.0561,true
464,2320.0000,3976.0000,2320.0000,4836.0000,2908.4400,488.9781,2320.0000,2364.0000,2875.0000,3290.5000,3976.0000,0.1347,0.3074,0.0100,0.0100,0.0101,0.0852,1.0000,-84.9800,-138106.1035,0.0615,true
465,2320.0000,4416.0000,2320.0000,4836.0000,2900.7800,507.9438,2320.0000,2353.0000,2857.0000,3300.0000,4416.0000,0.1346,0.3075,0.0100,0.0100,0.0100,0.0844,1.0000,7.6600,13746.2718,0.0557,true
466,2320.0000,4420.0000,2320.0000,4836.0000,2845.3800,513.3853,2320.0000,2320.0000,2634.0000,3264.5000,4420.0000,0.1344,0.3075,0.0100,0.0100,0.0100,0.0835,1.0000,55.4000,100320.3370,0.0552,true
467,2320.0000,3988.0000,2320.0000,4836.0000,2826.5200,476.3287,2320.0000,2320.0000,2671.0000,3160.0000,3988.0000,0.1342,0.3075,0.0100,0.0100,0.0100,0.0827,1.0000,18.8600,34134.6963,0.0553,true
468,2320.0000,4086.0000,2320.0000,4836.0000,2882.1000,533.1907,2320.0000,2320.0000,2796.0000,3257.5000,4086.0000,0.1340,0.3076,0.0100,0.0100,0.0100,0.0819,1.0000,-55.5800,-93083.0797,0.0597,true
469,2320.0000,3998.0000,2320.0000,4836.0000,2948.6600,516.4196,2320.0000,2422.0000,2860.0000,3431.0000,3998.0000,0.1338,0.3076,0.0100,0.0100,0.0100,0.0811,1.0000,-66.5600,-118497.8405,0.0562,true
470,2320.0000,4152.0000,2320.0000,4836.0000,2822.9400,447.9983,2320.0000,2320.0000,2842.0000,3120.0000,4152.0000,0.1337,0.3076,0.0100,0.0100,0.0100,0.0802,1.0000,125.7200,215811.6540,0.0583,true
471,2320.0000,4358.0000,2320.0000,4836.0000,2927.1400,494.8906,2320.0000,2396.5000,2892.0000,3271.5000,4358.0000,0.1335,0.3077,0.0100,0.0100,0.0100,0.0794,1.0000,-104.2000,-189429.4030,0.0550,true
472,2320.0000,4060.0000,2320.0000,4836.0000,2930.6600,520.0978,2320.0000,2320.0000,2934.0000,3340.0000,4060.0000,0.1333,0.3077,0.0100,0.0100,0.0100,0.0787,1.0000,-3.5200,-6374.4212,0.0552,true
473,2320.0000,4338.0000,2320.0000,4836.0000,2836.9600,502.5130,2320.0000,2320.0000,2686.0000,3129.5000,4338.0000,0.1331,0.3077,0.0100,0.0100,0.0100,0.0779,1.0000,93.7000,171266.0528,0.0547,true
474,2320.0000,4086.0000,2320.0000,4836.0000,2919.2200,560.2248,2320.0000,2320.0000,2876.0000,3367.0000,4086.0000,0.1330,0.3078,0.0100,0.0100,0.0100,0.0771,1.0000,-82.2600,-146624.7433,0.0561,true
475,2320.0000,4120.0000,2320.0000,4836.0000,2836.9800,498.7311,2320.0000,2320.0000,2686.0000,3159.0000,4120.0000,0.1328,0.3078,0.0100,0.0100,0.0100,0.0763,1.0000,82.2400,143185.2093,0.0574,true
476,2320.0000,4040.0000,2320.0000,4836.0000,2855.7600,480.2857,2320.0000,2320.0000,2856.0000,3265.5000,4040.0000,0.1327,0.3078,0.0100,0.0100,0.0100,0.0756,1.0000,-18.7800,-32371.6639,0.0580,true
477,2320.0000,4414.0000,2320.0000,4836.0000,2945.0600,495.9862,2320.0000,2525.5000,2979.0000,3188.0000,4414.0000,0.1325,0.3078,0.0100,0.0100,0.0100,0.0748,1.0000,-89.3000,-152759.2460,0.0585,true
478,2320.0000,4504.0000,2320.0000,4836.0000,2926.8200,521.2338,2320.0000,2499.0000,2850.0000,3298.5000,4504.0000,0.1324,0.3079,0.0100,0.0100,0.0100,0.0740,1.0000,18.2400,32447.0867,0.0562,true
479,2320.0000,3834.0000,2320.0000,4836.0000,2818.4200,476.1142,2320.0000,2320.0000,2676.0000,3251.0000,3834.0000,0.1322,0.3079,0.0100,0.0100,0.0100,0.0733,1.0000,108.4000,192868.8350,0.0562,true
480,2320.0000,4154.0000,2320.0000,4836.0000,2831.6800,500.2594,2320.0000,2320.0000,2665.0000,3223.5000,4154.0000,0.1321,0.3079,0.0100,0.0100,0.0100,0.0726,1.0000,-13.2600,-23649.1789,0.0561,true
481,2320.0000,4678.0000,2320.0000,4836.0000,2890.6000,516.6800,2320.0000,2320.0000,2864.0000,3261.5000,4678.0000,0.1319,0.3080,0.0100,0.0100,0.0100,0.0718,1.0000,-58.9200,-102761.9453,0.0573,true
482,2320.0000,4032.0000,2320.0000,4836.0000,2951.4000,501.6894,2320.0000,2521.0000,2904.0000,3304.5000,4032.0000,0.1318,0.3080,0.0100,0.0100,0.0100,0.0711,1.0000,-60.8000,-108405.7227,0.0561,true
483,2320.0000,4326.0000,2320.0000,4836.0000,2922.1200,529.8412,2320.0000,2353.0000,2852.0000,3362.5000,4326.0000,0.1316,0.3080,0.0100,0.0100,0.0100,0.0704,1.0000,29.2800,53058.1846,0.0552,true
484,2320.0000,4114.0000,2320.0000,4836.0000,2843.6400,456.5453,2320.0000,2320.0000,2806.0000,3158.0000,4114.0000,0.1315,0.3080,0.0100,0.0100,0.0100,0.0697,1.0000,78.4800,140935.8731,0.0557,true
485,2320.0000,4144.0000,2320.0000,4836.0000,2856.4200,483.5713,2320.0000,2320.0000,2698.0000,3239.5000,4144.0000,0.1313,0.3081,0.0100,0.0100,0.0100,0.0690,1.0000,-12.7800,-21507.6202,0.0594,true
486,2320.0000,4256.0000,2320.0000,4836.0000,2828.8200,498.2485,2320.0000,2320.0000,2636.0000,3166.0000,4256.0000,0.1312,0.3081,0.0100,0.0100,0.0100,0.0683,1.0000,27.6000,49965.6034,0.0552,true
487,2320.0000,4478.0000,2320.0000,4836.0000,2839.9000,510.8969,2320.0000,2320.0000,2775.0000,3264.0000,4478.0000,0.1310,0.3081,0.0100,0.0100,0.0100,0.0676,1.0000,-11.0800,-18700.6113,0.0592,true
488,2320.0000,4394.0000,2320.0000,4836.0000,2844.4000,557.0409,2320.0000,2320.0000,2622.0000,3256.0000,4394.0000,0.1309,0.3082,0.0100,0.0100,0.0100,0.0670,1.0000,-4.5000,-7998.1373,0.0563,true
489,2320.0000,3792.0000,2320.0000,4836.0000,2841.0800,439.5179,2320.0000,2320.0000,2846.0000,3170.5000,3792.0000,0.1308,0.3082,0.0100,0.0100,0.0100,0.0663,1.0000,3.3200,5975.5757,0.0556,true
490,2320.0000,4014.0000,2320.0000,4836.0000,2898.5800,510.5620,2320.0000,2320.0000,2852.0000,3319.0000,4014.0000,0.1307,0.3082,0.0100,0.0100,0.0100,0.0656,1.0000,-57.5000,-104415.0307,0.0551,true
491,2320.0000,4064.0000,2320.0000,4836.0000,2905.3600,503.2878,2320.0000,2320.0000,2935.0000,3335.0000,4064.0000,0.1305,0.3082,0.0100,0.0100,0.0100,0.0650,1.0000,-6.7800,-11885.0828,0.0570,true
492,2320.0000,4326.0000,2320.0000,4836.0000,2858.4000,517.9585,2320.0000,2320.0000,2686.0000,3218.5000,4326.0000,0.1304,0.3083,0.0100,0.0100,0.0100,0.0643,1.0000,46.9600,81945.6151,0.0573,true
493,2320.0000,3986.0000,2320.0000,4836.0000,2942.2600,480.9326,2320.0000,2518.0000,2920.0000,3358.0000,3986.0000,0.1303,0.3083,0.0100,0.0100,0.0100,0.0637,1.0000,-83.8600,-145109.1000,0.0578,true
494,2320.0000,3920.0000,2320.0000,4836.0000,2809.4400,480.0093,2320.0000,2320.0000,2627.0000,3199.0000,3920.0000,0.1302,0.3083,0.0100,0.0100,0.0100,0.0630,1.0000,132.8200,222327.1198,0.0597,true
495,2320.0000,4010.0000,2320.0000,4836.0000,2827.6200,471.4399,2320.0000,2320.0000,2772.0000,3248.0000,4010.0000,0.1300,0.3083,0.0100,0.0100,0.0100,0.0624,1.0000,-18.1800,-32150.2467,0.0565,true
496,2320.0000,4158.0000,2320.0000,4836.0000,2844.5600,482.1025,2320.0000,2320.0000,2764.0000,3155.0000,4158.0000,0.1299,0.3084,0.0100,0.0100,0.0100,0.0618,1.0000,-16.9400,-30238.1207,0.0560,true
497,2320.0000,4140.0000,2320.0000,4836.0000,2847.8400,518.6609,2320.0000,2320.0000,2676.0000,3288.0000,4140.0000,0.1298,0.3084,0.0100,0.0100,0.0100,0.0612,1.0000,-3.2800,-5887.7909,0.0557,true
498,2320.0000,4114.0000,2320.0000,4836.0000,2882.9400,514.5115,2320.0000,2320.0000,2837.0000,3259.0000,4114.0000,0.1297,0.3084,0.0100,0.0100,0.0100,0.0606,1.0000,-35.1000,-62903.9022,0.0558,true
499,2320.0000,3948.0000,2320.0000,4836.0000,2772.1000,479.0128,2320.0000,2320.0000,2628.0000,3145.5000,3948.0000,0.1296,0.3084,0.0100,0.0100,0.0100,0.0600,1.0000,110.8400,197860.3803,0.0560,true
500,2320.0000,4214.0000,2320.0000,4836.0000,2912.9000,501.0076,2320.0000,2320.0000,2910.0000,3267.5000,4214.0000,0.1294,0.3085,0.0100,0.0100,0.0100,0.0594,1.0000,-140.8000,-242027.5306,0.0582,true
